city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,5,63,14.4,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,5,396,31.0,12.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,3,95,11.8,9.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,1,221,38.9,24.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,4,159,8.7,6.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,1,99,15.5,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,3,3,185,20.9,13.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,11,0,125,40.1,14.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,17,3,131,17.4,6.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,4,456,35.0,11.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,0,151,37.0,13.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,4,473,26.4,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,6,3,146,20.5,14.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,4,98,44.2,17.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,11,3,231,16.9,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,23,4,295,19.9,10.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,0,207,9.6,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,2,151,25.1,17.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,18,4,322,14.7,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,4,285,10.1,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,5,244,8.3,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,19,2,162,20.4,7.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,6,402,30.2,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,2,476,32.3,9.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,2,53,46.0,38.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,1,468,40.5,12.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,4,53,19.0,7.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,2,268,13.7,7.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,3,424,26.8,9.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,2,228,30.8,9.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,2,137,41.6,30.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,4,341,49.1,11.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,6,135,32.2,11.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,5,105,37.0,14.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,0,4,116,42.5,31.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,5,374,30.9,13.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,6,254,25.6,7.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,1,252,32.1,9.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,0,462,25.8,7.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,6,6,289,14.7,7.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,2,78,47.9,38.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,0,473,29.9,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,5,360,12.2,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,22,2,388,45.9,18.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,2,122,38.5,14.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,1,2,388,23.8,9.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,2,413,48.0,17.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,1,428,20.1,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,1,3,253,12.1,7.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,2,245,27.9,8.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,2,440,11.9,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,1,324,16.7,8.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,2,225,21.3,13.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,4,438,29.7,10.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,2,386,23.7,9.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,20,5,407,11.8,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,4,85,20.7,8.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,2,4,138,34.6,25.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,2,357,25.2,11.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,1,333,42.3,10.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,2,313,11.2,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,6,328,15.4,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,0,453,23.1,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,6,342,36.6,16.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,6,375,48.3,20.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,3,190,11.6,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,1,273,21.8,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,4,219,31.5,9.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,2,275,18.7,10.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,6,393,40.3,8.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,6,302,8.6,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,0,346,44.0,20.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,4,320,46.7,11.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,5,453,37.9,12.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,22,2,242,21.3,12.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,5,5,176,41.5,28.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,5,297,16.1,8.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,1,96,28.1,21.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,1,380,24.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,3,200,42.8,13.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,14,2,136,49.4,35.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,4,479,9.6,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,0,263,34.8,9.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,2,271,17.6,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,5,268,32.4,18.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,2,252,8.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,6,294,26.0,13.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,1,183,12.4,8.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,6,167,43.5,29.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,7,2,390,36.3,14.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,13,3,438,17.4,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,18,6,348,49.8,11.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,2,261,28.7,8.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,2,421,33.8,6.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,4,472,30.9,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,4,365,48.7,10.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,22,6,54,10.3,8.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,3,181,24.9,16.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,22,6,291,29.7,15.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,6,256,35.0,10.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,1,342,17.2,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,17,3,361,18.3,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,1,295,34.9,9.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,5,99,32.9,25.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,0,454,33.5,10.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,4,2,382,30.9,12.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,3,254,17.5,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,6,446,37.1,6.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,0,380,10.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,1,311,28.8,7.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,5,330,38.5,9.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,4,184,22.1,7.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,20,4,106,10.2,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,5,1,177,15.6,10.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,2,6,82,27.0,21.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,5,5,154,36.3,25.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,2,208,36.0,11.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,2,167,18.4,6.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,5,106,15.6,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,4,465,45.3,13.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,4,4,122,12.1,9.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,1,132,49.8,36.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,4,243,25.4,7.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,4,286,8.7,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,3,169,48.2,32.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,2,478,13.9,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,5,69,37.5,30.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,5,3,278,21.6,11.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,1,172,43.3,29.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,3,1,275,43.2,23.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,3,70,14.4,11.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,4,2,229,44.8,27.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,2,270,44.8,24.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,3,261,33.4,18.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,3,5,359,11.1,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,1,106,9.5,7.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,21,3,135,41.1,14.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,4,215,37.4,23.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,6,337,17.5,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,5,0,189,9.3,6.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,2,285,38.3,10.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,13,6,397,45.0,17.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,5,374,30.6,6.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,6,317,30.8,7.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,6,385,11.8,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,6,2,349,20.8,9.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,5,411,41.6,7.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,3,73,14.4,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,0,273,19.1,10.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,18,6,272,21.9,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,14,0,157,20.7,14.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,20,3,130,12.0,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,3,475,34.1,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,5,277,30.2,8.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,6,405,48.6,18.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,5,83,16.2,6.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,2,296,18.0,9.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,16,5,388,24.6,9.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,4,463,11.0,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,5,0,278,31.7,17.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,4,6,416,41.1,15.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,12,2,146,34.3,24.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,3,229,36.3,22.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,2,158,26.0,9.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,6,303,45.8,23.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,2,5,70,17.8,14.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,4,426,35.1,12.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,4,133,30.8,11.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,0,131,48.5,35.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,0,475,41.6,12.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,6,104,9.0,6.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,1,174,37.3,12.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,0,430,46.4,8.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,2,116,28.8,10.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,3,321,14.7,7.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,1,3,207,25.6,16.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,1,0,130,36.8,27.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,6,383,9.8,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,3,212,32.2,10.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,23,1,339,31.4,14.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,5,297,36.9,19.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,2,147,43.0,30.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,4,0,387,41.1,16.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,6,272,42.3,23.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,2,2,141,39.4,28.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,0,5,125,19.0,14.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,2,175,18.6,6.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,20,1,432,21.3,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,0,285,22.6,12.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,1,303,35.9,18.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,11,1,72,41.1,16.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,1,0,150,27.1,19.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,1,83,29.8,11.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,3,201,46.6,29.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,1,128,40.2,14.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,16,1,446,14.4,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,4,219,16.6,10.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,4,394,35.6,7.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,5,321,33.5,16.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,4,166,41.5,28.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,6,343,15.6,7.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,3,343,19.0,8.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,8,5,471,23.7,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,2,305,41.6,21.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,0,214,39.0,12.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,4,82,17.0,6.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,6,292,26.7,14.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,0,400,32.4,12.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,1,304,39.7,10.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,22,6,227,33.6,20.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,20,3,327,47.1,11.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,4,80,13.8,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,0,344,26.1,11.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,3,352,37.2,8.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,6,77,38.8,15.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,4,475,21.0,6.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,4,260,28.5,16.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,0,279,42.1,22.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,4,239,34.0,20.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,13,3,108,22.6,17.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,6,86,47.7,37.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,1,94,42.2,16.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,4,468,38.2,11.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,23,2,313,31.0,15.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,11,3,369,9.6,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,1,3,304,48.5,24.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,2,443,19.4,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,3,320,22.3,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,1,422,38.8,6.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,14,5,61,14.5,11.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,6,408,49.3,18.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,6,6,294,39.0,20.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,0,209,13.9,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,1,475,24.3,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,11,4,176,49.7,16.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,0,96,27.2,21.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,5,208,48.8,30.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,2,126,28.6,10.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,4,1,180,21.6,14.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,3,125,28.7,21.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,6,432,12.5,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,4,355,15.2,6.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,6,351,33.0,14.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,2,108,17.6,13.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,6,387,18.5,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,5,402,17.8,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,5,237,39.4,23.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,6,475,13.6,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,4,355,39.2,17.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,6,460,32.0,9.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,1,0,127,11.4,8.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,4,239,15.4,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,6,134,40.3,14.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,6,293,15.8,8.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,3,5,123,19.9,14.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,3,383,38.1,7.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,3,279,48.0,26.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,5,126,12.9,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,3,153,16.5,11.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,12,6,391,40.9,16.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,10,4,402,38.7,7.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,6,406,38.3,7.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,5,209,26.6,16.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,2,153,45.1,31.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,4,153,37.1,13.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,1,2,293,22.7,11.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,5,115,17.6,13.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,6,300,13.3,6.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,5,332,45.5,10.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,6,369,26.4,11.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,3,389,23.9,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,1,417,43.9,16.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,2,235,33.0,9.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,6,4,52,46.5,38.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,2,6,321,43.6,21.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,3,4,91,32.2,25.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,3,3,406,29.5,11.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,1,75,39.6,31.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,6,151,25.8,18.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,20,4,320,32.9,8.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,2,1,370,39.9,16.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,5,441,26.7,8.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,5,222,19.5,12.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,14,4,185,16.2,10.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,0,281,19.8,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,11,3,263,32.0,9.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,3,293,46.8,24.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,2,71,15.3,6.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,5,109,19.6,7.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,13,2,301,27.7,14.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,3,182,31.7,10.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,4,314,44.0,21.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,4,444,19.9,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,4,139,22.8,8.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,2,6,215,18.1,11.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,0,121,20.1,7.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,6,287,16.7,8.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,11,6,160,34.9,12.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,6,183,21.6,14.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,6,328,49.6,23.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,23,4,148,38.8,27.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,3,475,48.1,13.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,2,408,17.3,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,0,1,167,43.8,30.0
